"","Uniprot.ID","TC.Exp1.20min..log2.","TC.Exp2.20min..log2.","TC.Exp3.20min..log2.","LY.Exp1.Insulin.Starved..log2.","LY.Exp2.Insulin.Starved..log2.","LY.Exp3.Insulin.Starved..log2.","MK.Exp1.Insulin.Starved..log2.","MK.Exp2.Insulin.Starved..log2.","MK.Exp3.Insulin.Starved..log2."
"35121","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18","-0.60"," 0.22","-0.35",NA,NA,NA,NA,NA,NA
"35123","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18","-0.69",NA,NA,NA,NA,NA,NA,NA,NA
"35126","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18;Q8BZ62",NA,NA,"-0.32",NA,NA,NA,NA,NA,NA
"35127","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18"," 0.78"," 1.34"," 0.49",NA,NA,NA,NA,"  1.32",NA
"35128","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18","-0.10"," 0.26",NA,NA," 0.43"," 0.45",NA,"  0.94",NA
"35129","Q925H1;Q3UQJ9;Q499D6;Q5XK21;Q8K1J0;Q80V18"," 0.07",NA," 0.86",NA," 1.03"," 1.03",NA,NA,NA
"35132","Q80YV3;Q3UH32"," 1.88",NA," 2.63",NA,NA,NA,NA,NA,NA
"35134","Q80YV3;Q3UH32"," 1.87"," 2.06",NA,NA,NA," 0.83",NA,"  0.50"," 2.22"
"35135","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 0.75"," 1.64"," 0.42",NA,NA,NA,NA,NA,NA
"35136","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 0.27"," 1.27"," 0.77"," 0.42"," 0.68"," 0.81","  0.28","  0.89"," 0.85"
"35137","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21"," 1.06"," 0.15",NA,"-0.59","-0.60","-0.62",NA,NA,NA
"35138","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-1;Q61037-2;Q61037-4",NA,NA," 0.42",NA,NA,NA," -0.38",NA,NA
"35139","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-1;Q61037-2;Q61037-4"," 0.35","-0.29",NA,NA,NA,"-0.69",NA," -0.90",NA
"35140","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA," 0.82",NA,NA,NA,NA,NA,NA
"35141","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA," 0.82",NA,NA,NA,NA,NA,NA
"35143","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA," 0.82",NA,NA,NA,NA,NA,NA
"35144","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA,NA,NA,NA,"-0.11",NA,NA,NA
"35145","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA,NA,NA,NA,NA,NA," -0.37",NA
"35146","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA,NA,NA,NA,NA,NA," -0.37",NA
"35147","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 0.23",NA," 0.22"," 0.82",NA,NA," -0.06"," -0.06",NA
"35148","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA,NA,NA,NA,NA," -0.72",NA,NA
"35150","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA," 0.50",NA,NA,NA,"  0.03",NA,NA
"35155","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 1.42"," 2.39"," 0.93"," 2.29"," 1.24"," 1.16","  0.23","  1.28"," 1.40"
"35156","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 1.91",NA,NA,NA,NA,NA,NA,NA,NA
"35157","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 1.61",NA," 4.84",NA," 2.25",NA,NA,"  2.73"," 2.31"
"35158","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 3.05",NA,NA,NA," 2.08",NA,NA,NA,NA
"35159","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4",NA,NA,NA,NA," 1.64",NA,NA,NA,NA
"35160","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 2.02"," 3.01"," 1.57"," 2.18"," 1.38"," 1.76"," -0.10","  2.27"," 1.47"
"35163","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q61037-1;Q61037-5;Q61037-2"," 1.89"," 2.17"," 2.23"," 1.84"," 1.49"," 1.70","  1.59","  2.30"," 2.00"
"35165","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 0.12",NA," 0.50"," 0.16"," 0.45",NA,NA,NA,NA
"35166","Q61037-6;Q61037;Q3UG88;Q3UGI8;Q3UHB2;Q61037-3;Q3TQ10;Q925J1;Q61037-7;Q3TBX9;Q3TCQ7;Q3TP98;Q3UG84;Q3UI96;Q7TT21;Q61037-1;Q61037-5;Q61037-2;Q61037-4"," 0.26","-0.19","-0.36",NA,"-0.22","-0.35",NA,"  0.27","-0.09"
"35167","Q3V1I7;Q148S0;Q3U1C5;Q6PE86;Q9CVK3"," 0.13","-0.54","-0.04",NA,"-1.41","-1.30",NA," -1.06",NA
"35169","Q3V1I7"," 0.24"," 0.22",NA,NA,NA,NA,NA,NA,NA
"35170","Q3V1I7"," 0.02",NA," 0.53",NA,NA," 0.83",NA,NA,NA
"35172","Q9CZR8;Q3TA37;Q8K239;Q8VDE3"," 0.04",NA,"-0.20",NA," 0.03",NA,NA,NA,"-0.37"
"35173","Q61187;Q3UCW0;Q3UK08;Q6LBE4"," 0.03"," 0.49",NA,NA,"-0.34",NA,NA," -1.20","-0.33"
"35174","Q61187;Q3UCW0;Q3UK08;Q6LBE4",NA,NA,NA,NA,"-0.72",NA,NA,NA,NA
"35179","Q9Z2Q2-1;Q9Z2Q2;Q9Z2Q2-2;Q9Z2Q2-3",NA,NA,NA,NA,NA,NA," -0.93",NA,NA
"35180","Q9Z2Q2-1;Q9Z2Q2",NA,NA,NA,NA,"-0.99",NA,NA,NA,NA
"35181","Q9Z2Q2-1;Q9Z2Q2;Q9Z2Q2-2",NA,NA," 0.64",NA,NA,NA,NA,NA,NA
"35182","Q9Z2Q2-1;Q9Z2Q2;Q9Z2Q2-2",NA,NA," 0.64",NA,NA,NA,NA,NA,NA
"35183","O88852",NA,"-0.16",NA,NA," 1.71",NA," -0.87",NA,NA
"35184","O88852",NA,"-0.16",NA,NA," 1.71",NA," -0.87",NA,NA
"35186","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3;Q8BVB3"," 4.14",NA,NA,NA," 3.12",NA,NA,"  3.00",NA
"35190","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3;Q8BVB3"," 0.12","-0.18",NA,"-0.34",NA,NA," -0.95","  0.43","-0.28"
"35191","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3;Q8BVB3"," 0.02","-0.06"," 0.12"," 0.10"," 0.37"," 0.20"," -0.03","  0.29"," 0.06"
"35192","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3;Q8BVB3","-0.02","-0.04"," 0.12"," 0.10"," 0.02","-0.68"," -0.03","  0.12",NA
"35193","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3;Q8BVB3","-0.08","-0.14","-0.09","-0.54","-0.30","-0.17"," -0.51"," -0.82"," 0.06"
"35194","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3",NA,NA,NA,NA,"-0.06",NA,NA,NA,NA
"35195","Q8K2L8;Q3UGE1;Q99LT4"," 2.93"," 3.25",NA,NA," 3.38",NA,NA,NA," 1.97"
"35196","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3"," 0.64"," 0.68"," 0.15"," 0.41"," 0.44"," 0.33","  0.67","  0.26","-2.83"
"35198","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3",NA," 2.30",NA,NA,NA,NA,"  1.60",NA,NA
"35199","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3"," 2.17"," 1.94"," 2.06"," 1.89"," 1.64"," 1.56","  1.64","  1.15"," 2.32"
"35201","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3"," 1.86",NA,NA,NA,NA,NA,NA,NA,NA
"35204","Q8K2L8;Q3UGE1;Q99LT4;Q3TB00;Q8BJF6;Q8BUB5;Q8BVI0;Q8C0C3"," 0.15",NA," 0.08",NA,"-0.05"," 0.01","  0.01","  0.21",NA
"35205","Q8K2L8;Q3UGE1;Q99LT4"," 1.11"," 0.40",NA,NA,"-0.92","-0.94",NA,NA,"-0.10"
"35207","Q9D4B2;Q80XT1"," 0.22","-0.17"," 0.29",NA," 0.19",NA,NA,NA,NA
"35209","Q8BS45;Q8C379;Q8K2G1","-0.14",NA," 0.29",NA," 0.08","-0.20",NA," -0.14","-0.47"
"35212","Q8BYY4-1;Q8BYY4;B2RX73;Q8BYY4-2;Q8BYY4-3"," 1.54"," 2.04",NA,NA," 2.06",NA,NA,"  1.63"," 1.57"
"35213","Q8BYY4-1;Q8BYY4;B2RX73;Q8BYY4-2;Q8BYY4-3"," 1.69"," 2.04",NA,NA," 1.84",NA,NA,"  1.64"," 1.95"
"35215","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8","-0.06","-0.23","-0.23","-1.14","-0.40","-0.40"," -0.57"," -0.85","-0.39"
"35216","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8"," 0.36","-0.11"," 0.12","-0.44","-0.54","-0.86"," -0.38"," -0.94","-1.63"
"35217","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8"," 0.04","-0.05","-0.08","-0.23","-0.20","-0.29"," -0.38"," -0.27","-0.34"
"35218","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8",NA,NA,"-0.85",NA,NA,NA,NA," -2.35",NA
"35219","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8","-0.18",NA,NA,NA,NA,NA,NA,NA,NA
"35223","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8","-0.48",NA,"-1.87",NA,"-1.01","-0.87"," -0.84"," -0.78",NA
"35224","Q8BGB2;Q3TNI8;Q810V1;Q8C9T8","-0.48",NA,"-1.87",NA,"-1.01","-0.96"," -0.84"," -0.87",NA
"35226","Q3UFQ5","-0.35","-0.05","-0.40","-0.63"," 0.02"," 0.04",NA," -0.64","-0.11"
"35227","Q3UFQ5","-0.16"," 0.02",NA,NA,NA,NA,NA,NA,NA
"35229","Q3UFQ5"," 0.13",NA,NA,NA,NA,NA,NA,NA,NA
"35231","Q3UFQ5",NA," 0.57",NA,"-0.19",NA,NA,NA,NA,NA
"35232","Q3UFQ5"," 0.06"," 0.28","-0.38","-0.56","-0.28","-0.21"," -0.55"," -0.25",NA
"35233","Q3UFQ5"," 0.13"," 0.28","-0.38","-0.65","-0.02","-0.21"," -0.29"," -0.24",NA
"35234","Q3UFQ5","-0.84","-0.40","-1.22","-0.82","-0.27","-0.77"," -0.68"," -1.70","-0.58"
"35239","Q3UFQ5"," 0.32"," 0.75"," 0.56"," 0.57"," 0.95"," 0.82","  0.68","  0.81"," 1.06"
"35240","Q3UFQ5"," 0.34"," 0.70"," 0.59"," 0.57"," 1.02"," 1.31","  0.96","  0.91"," 1.06"
"35241","Q3UFQ5"," 1.52","-1.40"," 1.00"," 0.93"," 1.54"," 1.80","  0.96","  0.72",NA
"35242","Q3UFQ5"," 1.34","-1.18","-0.05"," 1.03"," 0.31"," 1.80","  0.97","  0.97",NA
"35243","Q3UFQ5","-1.18",NA,"-1.45","-0.80","-0.87",NA," -0.98",NA,NA
"35244","Q9D011;B2RTG9"," 0.05",NA,NA,NA,NA,NA,NA,NA,NA
"35245","Q62187;A2AR36;Q3TQG6",NA," 0.83",NA,NA,NA,NA,NA,NA,NA
"35246","Q62187;A2AR36;Q3TQG6",NA,"-0.81",NA,"-0.02",NA,NA," -0.21","  1.84",NA
"35247","Q62187;A2AR36;Q3TQG6","-0.44","-0.36",NA,"-0.02",NA,NA," -0.21",NA,NA
"35248","Q62187;A2AR36;Q3TQG6","-0.44","-0.36",NA,"-0.02",NA,NA," -0.21","  1.84",NA
"35253","Q5NC05;A2ACV9",NA,NA," 0.10",NA," 0.84"," 0.76",NA,NA,NA
"35254","Q3UDE2"," 0.10"," 0.03"," 0.09","-0.03"," 0.03","-0.04"," -0.02"," -0.05"," 0.00"
"35255","Q3UDE2","-0.21"," 0.56",NA,NA,NA," 0.08",NA,NA,NA
"35256","Q3UDE2",NA,"-0.29",NA,NA,NA,NA,NA,NA,NA
"35257","A2ASS6-1;A2ASS6;Q62319;Q8BM32;Q8BUJ0;Q8BUX4;Q8C139;Q9CTL3;Q812E1;A2AT56;A2AT70;A2AT68;A2AT65;Q8R4N3;A2AT66;A2AT67"," 0.29",NA,NA,NA,"-3.70",NA," -3.19"," -1.80",NA
"35258","A2ASS6-1;A2ASS6;Q62319;Q8BM32;Q8BUJ0;Q8BUX4;Q8C139;Q9CTL3;Q812E1;A2ASS6-2",NA,NA,"-1.87",NA,NA,NA,NA,NA,NA
"35259","Q3TH73-1;Q3TH73"," 0.50"," 0.57",NA,NA,NA,NA,NA,NA,NA
"35260","Q3TH73-1;Q3TH73;Q3TH73-2","-0.47",NA,NA,NA,"-0.28",NA,NA,NA,NA
"35263","Q3TH73-1;Q3TH73;Q3TH73-2"," 1.83"," 2.07"," 2.61",NA,NA,NA,NA,NA," 2.22"
"35266","Q3TH73-1;Q3TH73;Q3TH73-2","-0.84","-0.43","-0.70",NA,"-0.01","-0.04","  2.42","  0.40"," 2.22"
"35267","P68372;Q9CVR0;Q9DCR1",NA,NA,NA,NA,"-0.32",NA,NA,NA,NA
"35275","Q9D6F9;P99024;Q80ZV2;P68372;Q9CVR0;Q9DCR1;Q7TMM9;Q99J49;Q9CWF2;B2RSN3;Q8BK89;Q62363"," 1.04","-0.24"," 0.17","-0.68",NA," 0.07",NA," -0.31",NA
"35276","Q9D6F9;P99024;Q80ZV2;P68372;Q9CVR0;Q9DCR1;Q7TMM9;Q99J49;Q9CWF2;B2RSN3;Q8BK89;Q62363"," 0.05","-0.20"," 0.38","-0.68",NA," 0.07"," -0.68",NA,NA
"35279","P99024;Q80ZV2"," 0.47",NA,NA,NA,NA,NA,NA,NA,NA
"35280","Q6PFC6",NA,NA,NA,NA,"-1.87",NA,NA," -1.71",NA
"35282","Q6PFC6",NA," 0.45",NA,NA,NA,NA,NA,NA,NA
"35283","Q8BFR5-1;Q8BFR5;Q8BFR5-2",NA,NA,"-0.20",NA,"-0.13",NA,NA,NA," 0.40"
"35284","O88413",NA," 4.34",NA,NA,NA,NA,NA,NA,NA
"35285","O88413"," 3.25"," 3.24"," 2.36",NA," 2.36",NA,NA,NA,NA
"35286","O88413;Q3UQE5;Q8CBS7","-0.08","-0.38",NA,NA,"-1.80",NA,NA," -0.83","-0.39"
"35287","O88413;Q3UQE5;Q8CBS7",NA,"-0.57",NA,NA,NA,NA,NA,NA,NA
"35288","O88413"," 0.45"," 0.13"," 0.17",NA,"-0.35"," 0.00",NA," -0.54","-0.13"
"35289","Q9JIL5;Q3UH13",NA,NA," 2.41",NA,NA,NA,NA,NA,NA
"35291","Q9JIL5;Q3UH13",NA,NA,NA,NA," 0.46",NA,NA,NA,NA
"35293","Q9JIL5;Q3UH13",NA,NA,NA,NA,"-0.29"," 0.06",NA,NA,NA
"35294","Q673H1"," 0.16",NA,NA,NA," 0.00","-0.12",NA,NA," 0.04"
"35295","Q8C838","-0.17"," 0.54","-0.80"," 0.64",NA,"-0.16","  0.04","  0.71"," 0.34"
"35296","Q8C838"," 0.16"," 0.42"," 0.04"," 0.75"," 0.19",NA,"  0.42","  0.40"," 0.36"
"35297","Q8C838","-0.29",NA,NA,NA,NA,NA,NA,NA,NA
"35298","Q8C838","-0.29",NA,NA,NA,NA,NA,NA,NA,NA
"35299","Q8C838"," 0.18",NA," 0.61","-0.14","-1.03","-1.06"," -0.69"," -0.19","-0.62"
"35300","Q8C838"," 0.59"," 0.81"," 0.00",NA,NA," 0.04","  0.93","  0.78","-0.73"
"35301","Q8C838"," 0.50"," 0.60"," 0.52"," 0.13"," 0.25"," 0.16","  0.15","  1.53"," 0.76"
"35302","Q8C838","-0.30","-0.05"," 0.00"," 0.16","-0.18","-0.05","  0.29","  1.02"," 0.51"
"35303","Q8C838","-0.56","-0.31","-2.18","-1.54","-0.13","-1.11"," -1.72"," -3.18"," 0.87"
"35304","Q8C838","-0.11"," 0.66","-0.47","-1.92","-1.12","-1.94"," -2.18"," -2.34"," 0.67"
"35305","Q8C838","-0.97","-1.17","-1.69","-1.75","-1.28","-1.11"," -1.72"," -3.18",NA
"35306","Q8C838","-0.47","-0.18","-0.19"," 0.46","-0.24"," 0.14"," -0.08","  0.26","-0.09"
"35307","Q8C838","-0.52","-0.18","-0.10"," 0.46","-0.01"," 0.14","  0.54","  0.23",NA
"35308","Q8C838","-0.78","-1.09","-0.11"," 0.05",NA,NA," -0.30"," -0.68",NA
"35309","Q8C838",NA,NA,"-1.02",NA,NA,NA,NA,NA,NA
"35310","Q8C838",NA,NA,"-0.68",NA,NA,NA,NA," -0.70",NA
"35312","Q8C838"," 0.23","-0.11"," 0.00",NA,"-0.39"," 0.02",NA,NA,NA
"35313","P26687","-0.21","-0.03","-0.34",NA,"-0.02","-0.39",NA,NA,NA
"35315","A5D6P6;Q9D030","-0.38",NA," 0.00",NA,NA,NA,NA,NA,NA
"35316","A5D6P6;Q9D030",NA," 2.43",NA,NA," 0.32",NA,"  0.20","  0.04"," 0.13"
"35321","Q78WZ7;B2RT77"," 0.54",NA,NA,NA," 2.42",NA,NA,"  1.88",NA
"35323","Q78WZ7;B2RT77","-1.00","-0.54","-0.54",NA," 0.31"," 0.54",NA,"  0.36",NA
"35324","Q6PAM1-1;Q6PAM1;Q3UD58;Q3UXT5"," 1.26"," 1.48",NA,NA," 0.41"," 1.13","  1.26",NA," 1.85"
"35325","Q6PAM1-1;Q6PAM1;Q3UD58;Q3UXT5",NA,NA,NA,NA," 0.91"," 0.52",NA,NA,NA
"35326","Q6PAM1-1;Q6PAM1;Q3UD58;Q3UXT5"," 1.25"," 1.57",NA," 1.36"," 0.99"," 1.13","  1.18",NA," 1.85"
"35327","Q8BHN1-1;Q8BHN1;Q2PMX1;Q3TS51;Q148Z8;Q2LGB1;Q8BHN1-2;Q3TT61;Q3UYS7",NA,NA,NA," 0.53",NA,NA,NA,NA,NA
"35332","Q8BHN1-1;Q8BHN1;Q2PMX1;Q3TS51"," 0.27","-0.02"," 0.38","-0.72","-0.43","-0.27",NA," -0.12","-0.90"
"35333","P10639;A2AV97"," 0.79",NA,NA,NA,NA," 0.42",NA,NA,NA
"35334","Q8K2W3-1;Q8K2W3;Q3U024;Q3U194;Q3U1N6;Q3TWZ5;Q8K2W3-2","-0.46",NA,NA,NA,NA,NA,NA,NA,NA
"35335","Q99PP2-1;Q99PP2;B0V2M3;B9EK88"," 0.57"," 0.23"," 1.06"," 0.27","-0.76",NA,"  0.11","  0.66",NA
"35336","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.15"," 0.10"," 0.01","-0.85","-0.09"," 0.21","  0.34","  4.36",NA
"35340","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.36",NA," 1.90",NA,NA,NA,NA,NA,NA
"35341","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0",NA,NA," 1.90",NA,NA,NA,NA,NA,NA
"35344","Q99PP2-1;Q99PP2;B0V2M3;B9EK88","-1.11",NA,NA,NA,NA,NA,NA,NA,NA
"35345","Q99PP2-1;Q99PP2;B0V2M3;B9EK88","-0.86",NA,NA," 1.23","-0.97","-0.76","  0.73",NA,"-0.26"
"35346","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0",NA,NA,NA,NA," 0.31",NA,NA,NA,NA
"35347","Q99PP2-1;Q99PP2;B0V2M3;B9EK88"," 0.59",NA," 0.40"," 0.27",NA,NA,"  0.24"," -0.06",NA
"35348","Q99PP2-1;Q99PP2;B0V2M3;B9EK88","-0.40","-0.21",NA,NA," 0.19",NA,NA,NA,NA
"35350","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0",NA,NA," 0.14",NA,NA,NA,NA,NA,NA
"35351","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.16",NA,NA,NA,NA,NA,NA,NA,NA
"35352","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0",NA,NA,NA,NA," 1.32",NA,NA,NA," 2.05"
"35353","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.25",NA,NA,NA,NA,NA,NA,NA,NA
"35356","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.32"," 0.19",NA," 0.44"," 0.12","-0.29","  0.35",NA,NA
"35358","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.32"," 0.19",NA," 0.44"," 0.12","-0.29","  0.35",NA,NA
"35359","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0"," 0.72"," 1.06",NA,NA," 0.82",NA,NA,NA,NA
"35361","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0"," 0.58"," 1.06"," 1.38",NA," 0.82",NA,NA,NA,NA
"35362","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0"," 1.41","-0.25"," 3.29","-0.82"," 0.28"," 0.14"," -5.66",NA,NA
"35363","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0"," 1.41","-0.25"," 3.29","-0.82"," 0.28"," 0.14"," -5.66",NA,NA
"35364","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.15"," 0.10"," 0.01","-0.85","-0.09"," 0.21","  0.34","  4.36",NA
"35365","Q99PP2-1;Q99PP2;B0V2M3;B9EK88;Q99PP2-2;B8JJA0","-0.48"," 0.92",NA," 0.46"," 0.44",NA,NA,NA,NA
"35367","Q9D883;Q14C24"," 0.54"," 0.99"," 0.67",NA," 0.94"," 0.88",NA,NA,NA
"35369","Q8BGJ9;Q9D883;Q14C24"," 0.57",NA,NA,NA,"-0.42",NA,NA,NA,NA
"35370","P26369;Q3KQM4;Q505Q1;Q80XR5;Q922I0","-0.39","-0.21",NA,"-0.65"," 0.15","-0.20"," -0.13","  0.59",NA
"35371","P26369;Q3KQM4;Q505Q1;Q80XR5;Q922I0"," 0.02",NA,NA,NA," 0.48",NA,NA,NA,NA
"35373","P26369;Q3KQM4;Q505Q1;Q80XR5;Q922I0","-0.50","-0.01","-0.43"," 0.06"," 0.20"," 0.08","  0.11","  0.08"," 0.24"
